site_no_,comp_name,cert_name,farm_name,species__c,type_of_certification__c,cert_country,farm_species,geom,,,,,
S0000798,TAIKA SEAFOOD CORPORATION,TAIKA FARM - NONG NGU 14/10 HOA NHO A CO-OPERATIVE SOCIETY,Nguyễn Văn Đảm,Shrimp,Multi Site without IMS,Viet Nam,Litopenaeus vannamei (Whiteleg shrimp),POINT (105.906753 9.384786),,,,,
S0000799,TAIKA SEAFOOD CORPORATION,TAIKA FARM - NONG NGU 14/10 HOA NHO A CO-OPERATIVE SOCIETY,Nguyễn Văn Bắp,Shrimp,Multi Site without IMS,Viet Nam,Litopenaeus vannamei (Whiteleg shrimp),POINT (105.905892 9.381328),,,,,
S0000800,TAIKA SEAFOOD CORPORATION,TAIKA FARM - NONG NGU 14/10 HOA NHO A CO-OPERATIVE SOCIETY,Nguyễn Văn Ngữ,Shrimp,Multi Site without IMS,Viet Nam,Litopenaeus vannamei (Whiteleg shrimp),POINT (105.905661 9.381036),,,,,
S0000801,TAIKA SEAFOOD CORPORATION,TAIKA FARM - NONG NGU 14/10 HOA NHO A CO-OPERATIVE SOCIETY,Ngô Minh Lên,Shrimp,Multi Site without IMS,Viet Nam,Litopenaeus vannamei (Whiteleg shrimp),POINT (105.900194 9.380967),,,,,
S0000802,TAIKA SEAFOOD CORPORATION,TAIKA FARM - NONG NGU 14/10 HOA NHO A CO-OPERATIVE SOCIETY,Ngô Minh Làng (KV2),Shrimp,Multi Site without IMS,Viet Nam,Litopenaeus vannamei (Whiteleg shrimp),POINT (105.897411 9.379053),,,,,
S0000803,TAIKA SEAFOOD CORPORATION,TAIKA FARM - NONG NGU 14/10 HOA NHO A CO-OPERATIVE SOCIETY,Lâm Minh Lớn (KV1),Shrimp,Multi Site without IMS,Viet Nam,Litopenaeus vannamei (Whiteleg shrimp),POINT (105.900808 9.381392),,,,,
S0000804,TAIKA SEAFOOD CORPORATION,TAIKA FARM - NONG NGU 14/10 HOA NHO A CO-OPERATIVE SOCIETY,Võ Văn Chọn,Shrimp,Multi Site without IMS,Viet Nam,Litopenaeus vannamei (Whiteleg shrimp),POINT (105.905542 9.37235),,,,,
S0000805,TAIKA SEAFOOD CORPORATION,TAIKA FARM - NONG NGU 14/10 HOA NHO A CO-OPERATIVE SOCIETY,Lâm Minh Lớn (KV3),Shrimp,Multi Site without IMS,Viet Nam,Litopenaeus vannamei (Whiteleg shrimp),POINT (105.906661 9.372353),,,,,
S0000806,TAIKA SEAFOOD CORPORATION,TAIKA FARM - NONG NGU 14/10 HOA NHO A CO-OPERATIVE SOCIETY,Phan Văn Bửu,Shrimp,Multi Site without IMS,Viet Nam,Litopenaeus vannamei (Whiteleg shrimp),POINT (105.906531 9.375244),,,,,
S0000807,TAIKA SEAFOOD CORPORATION,TAIKA FARM - NONG NGU 14/10 HOA NHO A CO-OPERATIVE SOCIETY,Ngô Minh Làng (KV1),Shrimp,Multi Site without IMS,Viet Nam,"Litopenaeus vannamei (Whiteleg shrimp), Penaeus monodon (Giant tiger prawn)",POINT (105.899758 9.380542),,,,,
S0000808,TAIKA SEAFOOD CORPORATION,TAIKA FARM - NONG NGU 14/10 HOA NHO A CO-OPERATIVE SOCIETY,Lâm Minh Lớn (KV2),Shrimp,Multi Site without IMS,Viet Nam,Litopenaeus vannamei (Whiteleg shrimp),POINT (105.906681 9.376617),,,,,
S0000809,TAIKA SEAFOOD CORPORATION,TAIKA FARM - NONG NGU 14/10 HOA NHO A CO-OPERATIVE SOCIETY,Ngô Văn Liêm,Shrimp,Multi Site without IMS,Viet Nam,Litopenaeus vannamei (Whiteleg shrimp),POINT (105.898208 9.375461),,,,,
S0000810,TAIKA SEAFOOD CORPORATION,TAIKA FARM - NONG NGU 14/10 HOA NHO A CO-OPERATIVE SOCIETY,Ngô Văn Lãnh,Shrimp,Multi Site without IMS,Viet Nam,Litopenaeus vannamei (Whiteleg shrimp),POINT (105.900381 9.374425),,,,,
S0000811,TAIKA SEAFOOD CORPORATION,TAIKA FARM - NONG NGU 14/10 HOA NHO A CO-OPERATIVE SOCIETY,Nguyễn Duy Thanh,Shrimp,Multi Site without IMS,Viet Nam,Litopenaeus vannamei (Whiteleg shrimp),POINT (105.913389 9.388353),,,,,
S0000812,VIET UC NHA MAT JOINT STOCK COMPANY,Viet Uc Nha Mat Farm,Viet Uc Nha Mat Joint Stock Company,Shrimp,Single Site,Viet Nam,Litopenaeus vannamei (Whiteleg shrimp),POINT (105.751419 9.212283),,,,,
S0000819,PROMARISCO S.A.,PROMARISCO S.A. multisite,BELLAVISTA farm,Shrimp,Multi Site without IMS,Ecuador,Litopenaeus vannamei (Whiteleg shrimp),POINT (-79.943981 -2.484561),,,,,
S0000820,PROMARISCO S.A.,PROMARISCO S.A. multisite,QUIÑONEZ farm,Shrimp,Multi Site without IMS,Ecuador,Litopenaeus vannamei (Whiteleg shrimp),POINT (-80.023314 -2.470406),,,,,
S0000821,PROMARISCO S.A.,PROMARISCO S.A. multisite,SANTA CECILIA farm,Shrimp,Multi Site without IMS,Ecuador,Litopenaeus vannamei (Whiteleg shrimp),POINT (-79.983422 -2.437753),,,,,
S0000822,PROMARISCO S.A.,PROMARISCO S.A. multisite,MARFRISCO farm,Shrimp,Multi Site without IMS,Ecuador,Litopenaeus vannamei (Whiteleg shrimp),POINT (-79.766772 -2.788469),,,,,
S0000829,DIGHA SEAFOOD,ARS Aquaculture Farm,ARS Aquaculture Farm,Shrimp,Single Site,India,Litopenaeus vannamei (Whiteleg shrimp),POINT (88.017778 22.007222),,,,,
S0000836,Corporación Lanec S.A.,Lanec S.A.,Lanec S.A.,Shrimp,Single Site,Ecuador,Litopenaeus vannamei (Whiteleg shrimp),POINT (-80.142203 -2.468786),,,,,
S0000837,Camaronera Bellitec S.A.,Bellitec S.A.,Bellitec S.A.,Shrimp,Single Site,Ecuador,Litopenaeus vannamei (Whiteleg shrimp),POINT (-80.558194 -2.480147),,,,,
S0000838,Camaronera Greentrailcorp S.A.,Greentrailcorp S.A.,Greentrailcorp S.A.,Shrimp,Single Site,Ecuador,Litopenaeus vannamei (Whiteleg shrimp),POINT (-79.816586 -2.290467),,,,,
S0000900,Soc Trang Seafood Joint Stock Company (Stapimex),NGUYEN VAN NHIEM FARM,NGUYEN VAN NHIEM FARM - Khu 1,Shrimp,Multi Site without IMS,Viet Nam,"Litopenaeus vannamei (Whiteleg shrimp), Penaeus monodon (Giant tiger prawn)",POINT (106.153494 9.420581),,,,,
S0000901,Soc Trang Seafood Joint Stock Company (Stapimex),NGUYEN VAN NHIEM FARM,NGUYEN VAN NHIEM FARM - Khu 2,Shrimp,Multi Site without IMS,Viet Nam,"Litopenaeus vannamei (Whiteleg shrimp), Penaeus monodon (Giant tiger prawn)",POINT (105.928011 9.288797),,,,,
S0000902,Soc Trang Seafood Joint Stock Company (Stapimex),NGUYEN VAN NHIEM FARM,NGUYEN VAN NHIEM FARM - Khu 3,Shrimp,Multi Site without IMS,Viet Nam,"Litopenaeus vannamei (Whiteleg shrimp), Penaeus monodon (Giant tiger prawn)",POINT (105.883419 9.273875),,,,,
S0000904,Asvini Fisheries Private Ltd.,M/S. Balasubramaniyan,M/S. Balasubramaniyan Aqua Farm,Shrimp,Single Site,India,Litopenaeus vannamei (Whiteleg shrimp),POINT (79.823008 10.67058),,,,,
S0000920,Febin Marine Foods,Uniglobal Aqua & Marine Enterprises,Uniglobal Aqua & Marine Enterprises,Shrimp,Single Site,India,Litopenaeus vannamei (Whiteleg shrimp),POINT (80.060959 14.809616),,,,,
S0000924,Gemini Sea Food Limited,Gazi Fish Culture Limited,Gazi Fish Culture Limited,Shrimp,Single Site,Bangladesh,Penaeus monodon (Giant tiger prawn),POINT (89.504778 22.483111),,,,,
S0000929,AGRICOLA Y PSICIOLA CAROLIN S.A,CAMARONERA VERGEL,CAMARONERA VERGEL,Shrimp,Single Site,Ecuador,Litopenaeus vannamei (Whiteleg shrimp),POINT (-80.045417 0.464072),,,,,
S0000940,Grupo LAMAR- Inversiones Marinas del Lago,Inmarlaca Farm,"La Encantada de Occidente, C.A.",Shrimp,Multi Site without IMS,Venezuela (Bolivarian Republic of),Litopenaeus vannamei (Whiteleg shrimp),POINT (-71.989472 10.155589),,,,,
S0000942,"HOAI NGUYEN AQUACULTURE CO.,LTD","HOAI NGUYEN AQUACULTURE CO.,LTD - Hoai Nguyen Shrimp Farm",Hoai Nguyen Shrimp Farm,Shrimp,Single Site,Viet Nam,"Litopenaeus vannamei (Whiteleg shrimp), Penaeus monodon (Giant tiger prawn)",POINT (105.892606 9.285697),,,,,
S0000974,THONG THUAN COMPANY LIMITED,Hoa Thang Farm,Hoa Thang Farm,Shrimp,Single Site,Viet Nam,Litopenaeus vannamei (Whiteleg shrimp),POINT (108.477689 11.087244),,,,,
S0000983,Wellcome Fisheries Limited,Satyanarayana Raju Farm & Soma Raju Farm,WELLCOME FISHERIES LIMITED FARM,Shrimp,Multi Site without IMS,India,Litopenaeus vannamei (Whiteleg shrimp),POINT (81.183583 16.295861),,,,,
S0000984,Wellcome Fisheries Limited,Satyanarayana Raju Farm & Soma Raju Farm,SATYANARAYANA RAJU FARM & SOMA RAJU FARM,Shrimp,Multi Site without IMS,India,Litopenaeus vannamei (Whiteleg shrimp),POINT (81.852833 16.453417),,,,,
S0000993,CAMAU SEAFOOD PROCESSING & SERVICE JOINT STOCK CORPORATION (CASES),AREA 28HA - BA TRI FARM,AREA 28HA - BA TRI FARM,Shrimp,Single Site,Viet Nam,Litopenaeus vannamei (Whiteleg shrimp),POINT (106.677944 10.027944),,,,,
S0000997,ACUAMAYA S.A.,ACUAMAYA S.A.,Finca Mayasal S.A.,Shrimp,Multi Site without IMS,Guatemala,Litopenaeus vannamei (Whiteleg shrimp),POINT (-90.213581 13.811408),,,,,
S0000998,ACUAMAYA S.A.,ACUAMAYA S.A.,Finca Saquija,Shrimp,Multi Site without IMS,Guatemala,Litopenaeus vannamei (Whiteleg shrimp),POINT (-91.283314 13.959861),,,,,
S0000999,ACUAMAYA S.A.,ACUAMAYA S.A.,Finca La Danta,Shrimp,Multi Site without IMS,Guatemala,Litopenaeus vannamei (Whiteleg shrimp),POINT (-90.741817 13.938161),,,,,
S0001001,"Siembras Marinas Siembramar, S.A.",Siembras Marinas Siembra mar,Siembras Marinas Siembra mar farm,Shrimp,Single Site,Venezuela (Bolivarian Republic of),Litopenaeus vannamei (Whiteleg shrimp),POINT (-64.7295 10.109917),,,,,
S0001002,"Aquamarina de la Costa, C.A.","Aquamarina de la Costa, C.A.","Aquamarina de la Costa, C.A.",Shrimp,Single Site,Venezuela (Bolivarian Republic of),Litopenaeus vannamei (Whiteleg shrimp),POINT (-65.20775 10.046847),,,,,
S0001007,Sandhya Aqua Exports PVT,Beeramgunta & Chinaganjam Mandal Farm,Priya Aqua Farms - Beeramgunta,Shrimp,Multi Site without IMS,India,Litopenaeus vannamei (Whiteleg shrimp),POINT (80.166111 15.494722),,,,,
S0001011,Camimex Company Limited,CUP-C835628-ASC-01-2020-SH,Farm 3,Shrimp,Multi Site without IMS,Viet Nam,"Penaeus monodon (Giant tiger prawn), Metapenaeus ensis (Greasyback shrimp), Penaeus merguiensis (Banana Shrimp)",POINT (105.201056 8.830222),,,,,
S0001028,Trung Son Corporation,Trung Son Farm,Trung Son Farm,Shrimp,Single Site,Viet Nam,Litopenaeus vannamei (Whiteleg shrimp),POINT (104.550467 10.302261),,,,,
S0001058,Falcon Marine Exports Ltd,Falcon Marine Export Limited I,Falcon Marine Export Limited I,Shrimp,Single Site,India,Litopenaeus vannamei (Whiteleg shrimp),POINT (86.307597 19.955811),,,,,
S0001059,Apex Frozen Foods Pvt Ltd,ASC-F-BVVN-021-IND,Rajavaram Farm,Shrimp,Multi Site,India,Litopenaeus vannamei (Whiteleg shrimp),POINT (82.60327 17.301053),,,,,
S0001060,Apex Frozen Foods Pvt Ltd,ASC-F-BVVN-021-IND,Kajuluru Farm,Shrimp,Multi Site,India,Litopenaeus vannamei (Whiteleg shrimp),POINT (82.18897 16.786253),,,,,
S0001066,DEVI Seafoods Limited,DEVI Seafoods Limited farms,Golden Prawns Farm,Shrimp,Multi Site without IMS,India,Litopenaeus vannamei (Whiteleg shrimp),POINT (80.15748 15.504801),,,,,
S0001083,CAFATEX,CAFATEX Farm,CAFATEX Farm,Shrimp,Single Site,Viet Nam,"Litopenaeus vannamei (Whiteleg shrimp), Penaeus monodon (Giant tiger prawn)",POINT (106.115333 9.436542),,,,,
S0001084,Granjas Marinas San Bernardo,Finca Las Arenas Farm,Finca Las Arenas Farm,Shrimp,Single Site,Honduras,Litopenaeus vannamei (Whiteleg shrimp),POINT (-87.397281 13.366006),,,,,
S0001085,Granjas Marinas San Bernardo,CUP-C845761-ASC-01-2019-SH,Cadelpa Farm,Shrimp,Multi Site,Honduras,Litopenaeus vannamei (Whiteleg shrimp),POINT (-87.311472 13.115669),,,,,
S0001086,Granjas Marinas San Bernardo,CUP-C845761-ASC-01-2019-SH,AQH Farm,Shrimp,Multi Site,Honduras,Litopenaeus vannamei (Whiteleg shrimp),POINT (-87.322439 13.119906),,,,,
S0001087,Granjas Marinas San Bernardo,Finca Granjas Marinas San Bernardo Farm,Granjas Marinas San Bernardo Farm,Shrimp,Single Site,Honduras,Litopenaeus vannamei (Whiteleg shrimp),POINT (-87.356011 13.074375),,,,,
S0001088,Granjas Marinas San Bernardo,Finca Crimasa Farm,Finca Crimasa Farm,Shrimp,Single Site,Honduras,Litopenaeus vannamei (Whiteleg shrimp),POINT (-87.208875 13.042228),,,,,
S0001116,Minh Phu - Loc An Aquaculture,Minh Phu - Loc An Aquaculture Farm,Minh Phu - Loc An Aquaculture Farm,Shrimp,Single Site,Viet Nam,"Litopenaeus vannamei (Whiteleg shrimp), Penaeus monodon (Giant tiger prawn)",POINT (107.341597 10.478136),,,,,
S0001117,Vietnam Clean Food Corporation,Ton Vu Farm,Ton Vu Farm,Shrimp,Single Site,Viet Nam,"Litopenaeus vannamei (Whiteleg shrimp), Penaeus monodon (Giant tiger prawn)",POINT (106.109667 9.434028),,,,,
S0001129,Pham Duc Nga,Pham Duc Nga Farm,Pham Duc Nga shrimp farm,Shrimp,Single Site,Viet Nam,Litopenaeus vannamei (Whiteleg shrimp),POINT (105.754036 9.281942),,,,,
S0001143,BMR Industries Private Limited,BMR Exports Farm,BMR Industries Private Limited,Shrimp,Single Site,India,Litopenaeus vannamei (Whiteleg shrimp),POINT (80.123056 14.728889),,,,,
S0001171,GRUPO DELI SEAJOY,CUP-C839468-ASC-02-2018-SH,Inexa Farm,Shrimp,Multi Site,Honduras,Litopenaeus vannamei (Whiteleg shrimp),POINT (-87.244294 13.023428),,,,,
S0001172,Sociedad Nacional de Galapagos,Finca salmos,Salmos Farm,Shrimp,Single Site,Ecuador,Litopenaeus vannamei (Whiteleg shrimp),POINT (-80.000833 -2.574781),,,,,
S0001173,Sociedad Nacional de Galapagos,Bonanza,Bonanza Farm,Shrimp,Multi Site,Ecuador,Litopenaeus vannamei (Whiteleg shrimp),POINT (-80.187783 -2.992803),,,,,
S0001173,Sociedad Nacional de Galapagos,Roblemar,Bonanza Farm,Shrimp,,Ecuador,Litopenaeus vannamei (Whiteleg shrimp),POINT (-80.187783 -2.992803),,,,,
S0001175,Sociedad Nacional de Galapagos,Langostino Farm,Finca Langostino,Shrimp,Single Site,Ecuador,Litopenaeus vannamei (Whiteleg shrimp),POINT (-80.071275 -3.452103),,,,,
S0001176,Sociedad Nacional de Galapagos,Bonanza,Roblemar Farm,Shrimp,Multi Site,Ecuador,Litopenaeus vannamei (Whiteleg shrimp),POINT (-80.224383 -3.012578),,,,,
S0001176,Sociedad Nacional de Galapagos,Roblemar,Roblemar Farm,Shrimp,,Ecuador,Litopenaeus vannamei (Whiteleg shrimp),POINT (-80.224383 -3.012578),,,,,
S0001178,GRUPO DELI SEAJOY,CUP-C839468-ASC-02-2018-SH,Berberia Farm,Shrimp,Multi Site,Honduras,Litopenaeus vannamei (Whiteleg shrimp),POINT (-87.251928 12.998864),,,,,
S0001179,Industrial Pesquera Santa Priscila,INDUSTRIAL PESQUERA SANTA PRISCILA S.A.,Panamao Farm,Shrimp,Multi Site,Ecuador,Litopenaeus vannamei (Whiteleg shrimp),POINT (-80.607276 -2.450972),,,,,
S0001180,Thong Thuan Cam Ranh Seafood,Thong Thuan Cam Ranh Seafood Farm,Thong Thuan Cam Ranh Seafood Farm,Shrimp,Single Site,Viet Nam,Litopenaeus vannamei (Whiteleg shrimp),POINT (109.120414 11.82855),,,,,
S0001184,Sociedad Nacional de Galapagos,Lebama Farm,Lebama Farm,Shrimp,Single Site,Ecuador,Litopenaeus vannamei (Whiteleg shrimp),POINT (-79.860214 -2.286731),,,,,
S0001188,Sociedad Nacional de Galapagos,Naturisa Farm (multi-site),Josefina Rio Nilo Farm,Shrimp,Multi Site without IMS,Ecuador,Litopenaeus vannamei (Whiteleg shrimp),POINT (-79.866298 -2.264349),,,,,
S0001191,Sociedad Nacional de Galapagos,Agromarina Farm,Agromarina Farm,Shrimp,Single Site,Ecuador,Litopenaeus vannamei (Whiteleg shrimp),POINT (-79.859119 -2.288094),,,,,
S0001193,Sociedad Nacional de Galapagos,Naturisa Farm (multi-site),Camaron Camino Real Farm,Shrimp,Multi Site without IMS,Ecuador,Litopenaeus vannamei (Whiteleg shrimp),POINT (-79.883275 -2.377756),,,,,
S0001195,Thai Union Group,TMK1 Farm,TMK1 Farm,Shrimp,Single Site,Thailand,Litopenaeus vannamei (Whiteleg shrimp),POINT (99.406389 7.368889),,,,,
S0001203,GRUPO DELI SEAJOY,AQUACULTURA FONSECA,Aquacultura Fonseca S.A,Shrimp,Single Site,Honduras,Litopenaeus vannamei (Whiteleg shrimp),POINT (-87.269952 13.124543),,,,,
S0001204,GRUPO DELI SEAJOY,CUP-C839468-ASC-02-2018-SH,Biomar Farm,Shrimp,Multi Site,Honduras,Litopenaeus vannamei (Whiteleg shrimp),POINT (-87.275051 12.999111),,,,,
S0001227,DEVI Seafoods Limited,DEVI Seafoods Limited farms,DEVI Seafoods Farm,Shrimp,Multi Site without IMS,India,Litopenaeus vannamei (Whiteleg shrimp),,,,,,
S0001233,Fine Foods Company,FFC Shrimp Farm,FFC Shrimp Farm,Shrimp,Single Site,Viet Nam,Penaeus monodon (Giant tiger prawn),POINT (105.055742 8.815307),,,,,
S0001253,Nekkanti Sea Foods Limited,ASC-F-BVVN-074-IND,Kakinada Farm,Shrimp,Multi Site,India,Litopenaeus vannamei (Whiteleg shrimp),POINT (81.112361 16.069389),,,,,
S0001261,Nekkanti Sea Foods Limited,ASC-F-BVVN-074-IND,Kona Farm,Shrimp,Multi Site,India,Litopenaeus vannamei (Whiteleg shrimp),POINT (81.112361 16.069389),,,,,
S0001269,Sociedad Nacional de Galapagos,Naturisa Farm (multi-site),Naturisa Farm,Shrimp,Multi Site without IMS,Ecuador,Litopenaeus vannamei (Whiteleg shrimp),POINT (-79.859022 -2.286481),,,,,
S0001300,Aquacultura Torrecillas,Aquacultura Torrecillas S.A,Aquacultura Torrecillas Sector I,Shrimp,Multi Site without IMS,Nicaragua,Litopenaeus vannamei (Whiteleg shrimp),POINT (-87.172827 12.847134),,,,,
S0001409,Thanh Doan Fisheries import export Joint Stock Company (Thadimexco),Thanh Doan 2 & 3 Farm,Thanh Doan 2 & 3 Farm,Shrimp,Single Site,Viet Nam,"Penaeus monodon (Giant tiger prawn), Metapenaeus ensis (Greasyback shrimp), Penaeus merguiensis (Banana Shrimp)",POINT (104.971636 8.816306),,,,,
S0001410,Thuan Phuoc Seafood and Trading Corporation,Thuan Phuoc Farm,Thuan Phuoc Farm,Shrimp,Single Site,Viet Nam,Litopenaeus vannamei (Whiteleg shrimp),POINT (107.401389 16.728611),,,,,
S0001419,Thanh Doan Fisheries import export Joint Stock Company (Thadimexco),Thanh Doan 1 Farm,Thanh Doan 1 Farm,Shrimp,Single Site,Viet Nam,"Penaeus monodon (Giant tiger prawn), Metapenaeus ensis (Greasyback shrimp), Penaeus merguiensis (Banana Shrimp)",POINT (104.973417 8.819959),,,,,
S0001421,C.P. VIETNAM CORPORATION,C.P. VIETNAM CORPORATION - HUE BRANCH 2,Hue 2 Farm Zone 1+2,Shrimp,Multi Site without IMS,Viet Nam,Litopenaeus vannamei (Whiteleg shrimp),POINT (107.420244 16.708968),,,,,
S0001422,Sao Ta Foods,Tana Farm,Tana Farm,Shrimp,Single Site,Viet Nam,"Litopenaeus vannamei (Whiteleg shrimp), Penaeus monodon (Giant tiger prawn)",POINT (105.914806 9.290194),,,,,
S0001424,Namcan Seaproducts Import & Export,Seanamico Multisite,Tam Giang 1 Farm,Shrimp,Multi Site without IMS,Viet Nam,"Penaeus monodon (Giant tiger prawn), Metapenaeus ensis (Greasyback shrimp), Penaeus merguiensis (Banana Shrimp)",POINT (105.242175 8.778741),,,,,
S0001454,Aqua Mar Belize,Aqua Mar Belize Farm,Aqua Mar Belize Farm,Shrimp,Single Site,Belize,Litopenaeus vannamei (Whiteleg shrimp),POINT (-88.451778 16.492817),,,,,
S0001455,Cardelli Farms,Cardelli Farms,Cardelli Farms,Shrimp,Single Site,Belize,Litopenaeus vannamei (Whiteleg shrimp),POINT (-88.420183 16.570683),,,,,
S0001457,Royal Mayan Shrimp Farms,Royal Mayan Shrimp Farms,Royal Mayan Shrimp Farms,Shrimp,Single Site,Belize,Litopenaeus vannamei (Whiteleg shrimp),POINT (-88.403383 16.596253),,,,,
S0001471,Vietnam Clean Food Corporation,Vinh Thuan Farm,Vinh Thuan Farm,Shrimp,Single Site,Viet Nam,Litopenaeus vannamei (Whiteleg shrimp),POINT (106.80831 20.819586),,,,,
S0001474,Minh Phu - Kien Giang Seafood,Kien Giang Shrimp Farm,Kien Giang Shrimp Farm,Shrimp,Single Site,Viet Nam,"Litopenaeus vannamei (Whiteleg shrimp), Penaeus monodon (Giant tiger prawn)",POINT (104.583861 10.343861),,,,,
S0001482,Utxi Aquatic Products Processing Corporation,Utxico Shrimp Farming Area Farm,Utxico Shrimp Farming Area Farm,Shrimp,Single Site,Viet Nam,Litopenaeus vannamei (Whiteleg shrimp),POINT (106.0795 9.447006),,,,,
S0001484,Industrial Pesquera Santa Priscila,INDUSTRIAL PESQUERA SANTA PRISCILA S.A.,Chanduy Farm,Shrimp,Multi Site,Ecuador,Litopenaeus vannamei (Whiteleg shrimp),POINT (-80.633797 -2.42799),,,,,
S0001485,Nha Trang Seaproduct Company,Van Hung - Van Ninh - Khanh Hoa shrimp farm,Van Hung - Van Ninh - Khanh Hoa shrimp farm,Shrimp,Single Site,Viet Nam,Litopenaeus vannamei (Whiteleg shrimp),POINT (109.19278 12.611666),,,,,
S0001486,Camimex Company Limited,CUP-C835628-ASC-01-2020-SH,Farm 1,Shrimp,Multi Site without IMS,Viet Nam,"Penaeus monodon (Giant tiger prawn), Metapenaeus ensis (Greasyback shrimp), Penaeus merguiensis (Banana Shrimp)",POINT (105.227111 8.844861),,,,,
S0001488,Belize Aquaculture,Belize Aquaculture Farm,Belize Aquaculture Farm,Shrimp,Single Site,Belize,Litopenaeus vannamei (Whiteleg shrimp),,,,,,
S0001492,Produmar,Produmar Shrimp Farm,Produmar Shrimp Farm,Shrimp,Single Site,Ecuador,Litopenaeus vannamei (Whiteleg shrimp),POINT (-79.828381 -2.238693),,,,,
S0001497,PT Central Proteina Prima,PT Central Proteina Prima Farm,PT Central Proteina Prima Farm,Shrimp,Single Site,Indonesia,Litopenaeus vannamei (Whiteleg shrimp),POINT (105.794361 -4.049333),,,,,
S0001502,Quang Minh Seafood Ltd Company,Tuan Hung Farm,Tuan Hung Farm,Shrimp,Single Site,Viet Nam,"Litopenaeus vannamei (Whiteleg shrimp), Penaeus monodon (Giant tiger prawn)",POINT (106.039808 9.386114),,,,,
S0001526,Aquacultura Torrecillas,Aquacultura Torrecillas S.A,Aquacultura Torrecillas sector II,Shrimp,Multi Site without IMS,Nicaragua,Litopenaeus vannamei (Whiteleg shrimp),POINT (-87.303439 12.931014),,,,,
S0001528,Ngoc Thuan Hung,Ngoc Thuan Hung Farm,Ngoc Thuan Hung Farm,Shrimp,Single Site,Viet Nam,Litopenaeus vannamei (Whiteleg shrimp),POINT (106.106944 9.44025),,,,,
S0001531,Aquamar,Aquamar Farm,Aquamar Farm,Shrimp,Single Site,Ecuador,Litopenaeus vannamei (Whiteleg shrimp),POINT (-79.61735 -2.670838),,,,,
S0001538,Best Aquaculture Partners,Best Aquaculture Partners farm,Best Aquaculture Partners farm,Shrimp,Single Site,Thailand,Litopenaeus vannamei (Whiteleg shrimp),POINT (99.208056 9.25325),,,,,
S0001542,Thien Phu Seafood,Thien Phu Seafood Farm,Thien Phu Seafood Farm,Shrimp,Single Site,Viet Nam,Penaeus monodon (Giant tiger prawn),POINT (105.287947 9.139914),,,,,
